netst,stla,stlo,geometry,index_right,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,NA_L3KEY,NA_L2KEY,NA_L1KEY,Shape_Leng,Shape_Area
CI.SDD,33.552589,-117.661713,POINT (-117.661713 33.552589),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.SDG,32.784,-117.138046,POINT (-117.138046 32.784),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.SDR,32.735611,-116.942413,POINT (-116.942413 32.735611),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.SGL,32.64933,-115.726379,POINT (-115.726379 32.64933),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.SHO,35.899529,-116.275299,POINT (-116.275299 35.899529),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.SLB,33.485191,-115.866432,POINT (-115.866432 33.485191),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.SLH,33.192692,-116.25399,POINT (-116.25399 33.192692),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.SLM,34.452271,-118.422668,POINT (-118.422668 34.452271),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.SLR,33.833591,-116.797371,POINT (-116.797371 33.833591),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.SMF2,34.022011,-118.446274,POINT (-118.446274 34.022011),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.SMI,34.038181,-120.351318,POINT (-120.351318 34.038181),106,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,44452.7499627,38607425.4672
CI.SMW,35.011082,-120.409973,POINT (-120.409973 35.011082),118,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,4703653.76328,78810793556.8
CI.SNO,34.035149,-116.807777,POINT (-116.807777 34.035149),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.SOC,33.387611,-117.580132,POINT (-117.580132 33.387611),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.SOL2,34.436001,-118.289001,POINT (-118.289001 34.436001),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.SPF,34.05933,-118.646141,POINT (-118.646141 34.05933),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.SRN,33.828541,-117.789383,POINT (-117.789383 33.828541),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.SRT,35.692348,-117.750511,POINT (-117.750511 35.692348),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.STC,34.30302,-119.18676,POINT (-119.18676 34.30302),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.STS,33.790329,-118.198776,POINT (-118.198776 33.790329),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.SUN,34.21048,-117.693939,POINT (-117.693939 34.21048),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.SVD,34.106468,-117.098221,POINT (-117.098221 34.106468),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.SWP,32.79184,-116.097183,POINT (-116.097183 32.79184),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.SWS,32.94508,-115.799881,POINT (-115.799881 32.94508),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.SYP,34.527748,-119.97834,POINT (-119.97834 34.527748),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.TA2,34.38203,-117.678223,POINT (-117.678223 34.38203),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.THM,33.650661,-116.077339,POINT (-116.077339 33.650661),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.TIN,37.054218,-118.230087,POINT (-118.230087 37.054218),63,10.1.5,Central Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.5  Central Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4409188.47266,309681003905.0
CI.TOW2,35.808559,-117.764877,POINT (-117.764877 35.808559),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.TPO,34.87883,-118.228638,POINT (-118.228638 34.87883),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.TUQ,35.435841,-115.923889,POINT (-115.923889 35.435841),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.USC,34.019192,-118.286308,POINT (-118.286308 34.019192),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.VCS,34.483719,-118.117813,POINT (-118.117813 34.483719),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.VDJ,34.189861,-114.571449,POINT (-114.571449 34.189861),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.VOG,36.32098,-119.382263,POINT (-119.382263 36.32098),119,11.1.2,Central California Valley,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.2  Central California Valley,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1598520.96907,45979973870.9
CI.VTV,34.56065,-117.329597,POINT (-117.329597 34.56065),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.WBS,35.53664,-118.14035,POINT (-118.14035 35.53664),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.WES,32.759041,-115.731613,POINT (-115.731613 32.759041),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.WGR,34.510849,-119.274071,POINT (-119.274071 34.510849),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.WMD,33.038261,-115.581909,POINT (-115.581909 33.038261),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.WMF,36.11758,-117.854858,POINT (-117.854858 36.11758),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.WOR,35.695629,-118.242462,POINT (-118.242462 35.695629),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.WRC2,35.947899,-117.650383,POINT (-117.650383 35.947899),67,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.1  Mojave Basin and Range,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,2364809.14981,129592475732.0
CI.WSS,34.1717,-118.649712,POINT (-118.649712 34.1717),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.WTT2,33.948669,-118.255386,POINT (-118.255386 33.948669),108,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,3225298.63963,43710857026.2
CI.WWC,33.940681,-116.40876,POINT (-116.40876 33.940681),73,10.2.2,Sonoran Desert,10.2,WARM DESERTS,10,NORTH AMERICAN DESERTS,10.2.2  Sonoran Desert,10.2  WARM DESERTS,10  NORTH AMERICAN DESERTS,4638890.80445,218013427405.0
CI.XTL2,34.295959,-117.862488,POINT (-117.862488 34.295959),136,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,11.1.3  Southern and Baja California Pine-Oak Mountains,11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,1373980.5933,17918708727.5
CI.YEG2,35.438309,-119.963058,POINT (-119.963058 35.438309),118,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,11,MEDITERRANEAN CALIFORNIA,"11.1.1  California Coastal Sage, Chaparral, and Oak Woodlands",11.1  MEDITERRANEAN CALIFORNIA,11  MEDITERRANEAN CALIFORNIA,4703653.76328,78810793556.8
